Radiotherapy,Gender,Marital status,Race,Pathologic grade,Histologic type,T staging,N staging,Chemotherapy,RNE,CEA,Tumor size (cm),HR Total
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,Negative,≤5cm,6.82401073135344
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,Negative,>5cm,7.444995707906603
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,Negative,NOS,8.393533199564732
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,Positive,≤5cm,10.085887860940385
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,Positive,>5cm,11.00370365628596
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,Positive,NOS,12.405642068956674
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,NOS,≤5cm,8.673317639550222
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,NOS,>5cm,9.462589544749292
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,NOS,NOS,10.668180696646772
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,Negative,≤5cm,3.5155389067795197
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,Negative,>5cm,3.835452947296456
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,Negative,NOS,4.324112855338809
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,Positive,≤5cm,5.19596650422013
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,Positive,>5cm,5.6687994561041615
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,Positive,NOS,6.39103880019076
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,NOS,≤5cm,4.468249950516769
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,NOS,>5cm,4.874860696013795
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,NOS,NOS,5.495947439135627
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,Negative,≤5cm,2.4784549292795615
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,Negative,>5cm,2.7039943278440015
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,Negative,NOS,3.0484995630138605
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,Positive,≤5cm,3.6631563854751916
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,Positive,>5cm,3.996503616553434
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,Positive,NOS,4.5056823541344855
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,NOS,≤5cm,3.1501162151143225
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,NOS,>5cm,3.4367767906897257
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,NOS,NOS,3.8746429445906165
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,Negative,≤5cm,5.213544198754028
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,Negative,>5cm,5.687976720840645
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,Negative,NOS,6.412659364467454
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,Positive,≤5cm,7.705618325758453
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,Positive,>5cm,8.406829593402472
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,Positive,NOS,9.477910540682897
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,NOS,≤5cm,6.62641467661637
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,NOS,>5cm,7.229418412188459
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,NOS,NOS,8.150490052238135
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,Negative,≤5cm,4.74100271856
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,Negative,>5cm,5.17243396594896
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,Negative,NOS,5.8314333438288
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,Positive,≤5cm,7.00720201803168
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,Positive,>5cm,7.644857401672562
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,Positive,NOS,8.618858482178966
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,NOS,≤5cm,6.025814455289759
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,NOS,>5cm,6.574163570721127
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,NOS,NOS,7.411751780006404
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,Negative,≤5cm,3.3424069165847996
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,Negative,>5cm,3.6465659459940163
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,Negative,NOS,4.111160507399304
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,Positive,≤5cm,4.940077422712334
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,Positive,>5cm,5.389624468179156
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,Positive,NOS,6.0762952299361705
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,NOS,≤5cm,4.24819919097928
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,NOS,>5cm,4.634785317358395
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,NOS,NOS,5.2252850049045145
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,Negative,≤5cm,7.03090703162448
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,Negative,>5cm,7.670719571502308
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,Negative,NOS,8.64801564889811
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,Positive,≤5cm,10.39168059274098
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,Positive,>5cm,11.337323526680409
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,Positive,NOS,12.781767129071406
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,NOS,≤5cm,8.936282837194714
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,NOS,>5cm,9.749484575379432
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,NOS,NOS,10.991627889749498
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,Negative,≤5cm,3.62212607697984
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,Negative,>5cm,3.9517395499850054
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,Negative,NOS,4.455215074685203
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,Positive,≤5cm,5.3535023417762035
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,Positive,>5cm,5.840671054877838
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,Positive,NOS,6.58480788038473
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,NOS,≤5cm,4.603722243841377
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,NOS,>5cm,5.022660968030942
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,NOS,NOS,5.662578359924893
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,Negative,≤5cm,2.553598884270787
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,Negative,>5cm,2.7859763827394284
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,Negative,NOS,3.1409266276530676
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,Positive,≤5cm,3.7742191509522227
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,Positive,>5cm,4.117673093688875
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,Positive,NOS,4.642289555671234
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,NOS,≤5cm,3.2456241819081697
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,NOS,>5cm,3.540975982461813
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,NOS,NOS,3.9921177437470488
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,Negative,≤5cm,5.3716129721611034
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,Negative,>5cm,5.8604297526277636
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,Negative,NOS,6.607083955758157
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,Positive,≤5cm,7.93924397285411
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,Positive,>5cm,8.661715174383835
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,Positive,NOS,9.765270086610556
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,NOS,≤5cm,6.827320087616762
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,NOS,>5cm,7.448606215589887
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,NOS,NOS,8.397603707768617
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,Negative,≤5cm,9.06953820060528
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,Negative,>5cm,9.89486617686036
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,Negative,NOS,11.155531986744494
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,Positive,≤5cm,13.404777460494604
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,Positive,>5cm,14.624612209399611
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,Positive,NOS,16.48787627640836
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,NOS,≤5cm,11.52738305296931
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,NOS,>5cm,12.576374910789516
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,NOS,NOS,14.178681155152251
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,Negative,≤5cm,6.394024431426722
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,Negative,>5cm,6.975880654686553
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,Negative,NOS,7.864650050654868
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,Positive,≤5cm,9.450368109648695
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,Positive,>5cm,10.310351607626725
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,Positive,NOS,11.623952774867893
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,NOS,≤5cm,8.126805052343363
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,NOS,>5cm,8.866344312106609
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,NOS,NOS,9.995970214382336
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,Negative,≤5cm,13.45012515149763
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,Negative,>5cm,14.674086540283914
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,Negative,NOS,16.543653936342086
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,Positive,≤5cm,19.879284973913496
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,Positive,>5cm,21.688299906539623
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,Positive,NOS,24.4515205179136
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,NOS,≤5cm,17.095109067553487
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,NOS,>5cm,18.650763992700853
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,NOS,NOS,21.02698415309079
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,Negative,≤5cm,6.929127185262434
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,Negative,>5cm,7.559677759121316
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,Negative,NOS,8.522826437872794
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,Positive,≤5cm,10.241249979817878
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,Positive,>5cm,11.173203727981305
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,Positive,NOS,12.59673747517599
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,NOS,≤5cm,8.806920652468554
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,NOS,>5cm,9.608350431843192
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,NOS,NOS,10.83251240253632
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,Negative,≤5cm,4.885034665610016
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,Negative,>5cm,5.329572820180528
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,Negative,NOS,6.0085926387003195
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,Positive,≤5cm,7.2200812357716035
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,Positive,>5cm,7.87710862822682
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,Positive,NOS,8.880699919999072
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,NOS,≤5cm,6.20887905999033
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,NOS,>5cm,6.77388705444945
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,NOS,NOS,7.636921243788105
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,Negative,≤5cm,10.27589561574419
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,Negative,>5cm,11.21100211677691
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,Negative,NOS,12.639351607365354
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,Positive,≤5cm,15.187773720069913
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,Positive,>5cm,16.569861128596276
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,Positive,NOS,18.680961675685992
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,NOS,≤5cm,13.060663327610865
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,NOS,>5cm,14.249183690423452
Non-RT,Male,Married,Non-white,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,NOS,NOS,16.064615892961363
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,Negative,≤5cm,3.73314876672
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,Negative,>5cm,4.072865304491519
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,Negative,NOS,4.591772983065599
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,Positive,≤5cm,5.5175938772121595
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,Positive,>5cm,6.019694920038466
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,Positive,NOS,6.7866404689709565
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,NOS,≤5cm,4.744832082501119
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,NOS,>5cm,5.176611802008721
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,NOS,NOS,5.836143461476377
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,Negative,≤5cm,2.6318698805375997
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,Negative,>5cm,2.8713700396665214
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,Negative,NOS,3.2371999530612476
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,Positive,≤5cm,3.8899036834345724
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,Positive,>5cm,4.243884918627118
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,Positive,NOS,4.784581530624524
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,NOS,≤5cm,3.345106618163289
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,NOS,>5cm,3.6495113204161482
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,NOS,NOS,4.114481140340845
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,NOS,Negative,≤5cm,5.53625962104576
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,NOS,Negative,>5cm,6.040059246560924
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,NOS,Negative,NOS,6.809599333886284
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,NOS,Positive,≤5cm,8.182591719905632
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,NOS,Positive,>5cm,8.927207566417044
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,NOS,Positive,NOS,10.064587815483927
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,NOS,NOS,≤5cm,7.03658597834916
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,NOS,NOS,>5cm,7.676915302378934
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,No,NOS,NOS,NOS,8.655000753369468
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,<12,Negative,≤5cm,2.85212565777408
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,<12,Negative,>5cm,3.111669092631521
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,<12,Negative,NOS,3.5081145590621183
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,<12,Positive,≤5cm,4.21544172219009
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,<12,Positive,>5cm,4.599046918909388
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,<12,Positive,NOS,5.184993318293811
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,<12,NOS,≤5cm,3.6250517110308556
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,<12,NOS,>5cm,3.9549314167346634
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,<12,NOS,NOS,4.458813604567952
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,≥12,Negative,≤5cm,2.0107485887307264
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,≥12,Negative,>5cm,2.1937267103052225
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,≥12,Negative,NOS,2.4732207641387935
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,≥12,Positive,≤5cm,2.9718864141440133
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,≥12,Positive,>5cm,3.2423280778311185
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,≥12,Positive,NOS,3.6554202893971364
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,≥12,NOS,≤5cm,2.555661456276753
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,≥12,NOS,>5cm,2.7882266487979375
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,≥12,NOS,NOS,3.143463591220406
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,NOS,Negative,≤5cm,4.229702350478961
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,NOS,Negative,>5cm,4.614605264372546
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,NOS,Negative,NOS,5.202533891089122
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,NOS,Positive,≤5cm,6.251500074007905
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,NOS,Positive,>5cm,6.820386580742624
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,NOS,Positive,NOS,7.689345091029723
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,NOS,NOS,≤5cm,5.375951687458759
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,NOS,NOS,>5cm,5.865163291017506
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N0,Yes,NOS,NOS,NOS,6.612420575574274
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,<12,Negative,≤5cm,7.14151359073536
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,<12,Negative,>5cm,7.791391327492278
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,<12,Negative,NOS,8.784061716604493
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,<12,Positive,≤5cm,10.555157087106862
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,<12,Positive,>5cm,11.515676382033586
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,<12,Positive,NOS,12.98284321714144
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,<12,NOS,≤5cm,9.076863773824641
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,<12,NOS,>5cm,9.902858377242683
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,<12,NOS,NOS,11.164542441804308
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,≥12,Negative,≤5cm,5.034767081468429
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,≥12,Negative,>5cm,5.492930885882056
